x_gaze,y_gaze,validity_gaze,timestamp_us_gaze,unix_time_ms_gaze,left_pupil_diameter_millimeters,left_pupil_validity,right_pupil_diameter_millimeters,right_pupil_validity,left_eye_x_gaze,left_eye_y_gaze,left_eye_validity_gaze,right_eye_x_gaze,right_eye_y_gaze,right_eye_validity_gaze
998.1855010986328,558.8708209991455,valid,20075693501,1629991261802,3.2486114501953125,1,3.3559112548828125,1,1014.3338012695312,548.8234162330627,1,982.0372009277344,568.9182257652283,1
999.4266700744629,570.1277303695679,valid,20075710156,1629991261818,3.2483673095703125,1,3.377838134765625,1,1013.2295608520508,552.9590606689453,1,985.623779296875,587.2964000701904,1
1001.9518661499023,564.018280506134,valid,20075726811,1629991261834,3.251312255859375,1,3.375762939453125,1,1016.5328979492188,541.2743282318115,1,987.3708343505859,586.7622327804565,1
997.0440673828125,553.979823589325,valid,20075743465,1629991261852,3.258087158203125,1,3.3650360107421875,1,1012.7260208129883,535.8050036430359,1,981.3621139526367,572.154643535614,1
996.8495178222656,558.3710610866547,valid,20075760120,1629991261868,3.259002685546875,1,3.368927001953125,1,1015.7009124755859,542.9256892204285,1,977.9981231689453,573.8164329528809,1
1000.6078147888184,559.0980577468872,valid,20075776775,1629991261885,3.2599639892578125,1,3.3651123046875,1,1022.2309112548828,543.6306381225586,1,978.9847183227539,574.5654773712158,1
1015.4067993164062,562.866872549057,valid,20075793429,1629991261901,3.2670135498046875,1,3.3596038818359375,1,1033.1959533691406,551.3893890380859,1,997.6176452636719,574.3443560600281,1
1032.2701835632324,567.653489112854,valid,20075810084,1629991261919,3.2660675048828125,1,3.3618316650390625,1,1055.211067199707,558.3656215667725,1,1009.3292999267578,576.9413566589355,1
1035.9710884094238,564.9075937271118,valid,20075826739,1629991261935,3.267333984375,1,3.3585205078125,1,1058.796272277832,551.3154244422913,1,1013.1459045410156,578.4997630119324,1
1032.1342849731445,560.5476093292236,valid,20075843393,1629991261952,3.268646240234375,1,3.352996826171875,1,1049.4550323486328,544.175877571106,1,1014.8135375976562,576.9193410873413,1
1033.315315246582,559.5529174804688,valid,20075860048,1629991261968,3.268646240234375,1,3.3628387451171875,1,1053.0596923828125,548.8209700584412,1,1013.5709381103516,570.2848649024963,1
1035.0090980529785,558.6769616603851,valid,20075876703,1629991261985,3.273223876953125,1,3.365997314453125,1,1051.4664459228516,550.3952765464783,1,1018.5517501831055,566.958646774292,1
1039.079933166504,561.43306016922,valid,20075893358,1629991262001,3.2689361572265625,1,3.3576507568359375,1,1053.5573959350586,551.4347720146179,1,1024.6024703979492,571.431348323822,1
1042.5533866882324,564.1466724872589,valid,20075910012,1629991262019,3.267181396484375,1,3.3567962646484375,1,1064.4041061401367,558.1388354301453,1,1020.7026672363281,570.1545095443726,1
1036.637191772461,563.7115108966827,valid,20075926667,1629991262035,3.2743377685546875,1,3.3558349609375,1,1059.5351028442383,558.5185074806213,1,1013.7392807006836,568.9045143127441,1
1031.9983863830566,561.4220523834229,valid,20075943322,1629991262052,3.2767181396484375,1,3.357666015625,1,1051.1541366577148,549.8198461532593,1,1012.8426361083984,573.0242586135864,1
1034.2811965942383,560.6851744651794,valid,20075959976,1629991262068,3.27532958984375,1,3.3657379150390625,1,1052.2659301757812,550.1283860206604,1,1016.2964630126953,571.2419629096985,1
1069.2601203918457,562.1264863014221,valid,20075976631,1629991262086,3.2717437744140625,1,3.374786376953125,1,1089.4211196899414,550.613694190979,1,1049.09912109375,573.6392784118652,1
1102.1343612670898,559.9815452098846,valid,20075993286,1629991262102,3.2701873779296875,1,3.37078857421875,1,1119.2975234985352,548.1617903709412,1,1084.9711990356445,571.8013000488281,1
1096.648349761963,557.6417791843414,valid,20076009940,1629991262119,3.26397705078125,1,3.35614013671875,1,1116.0337829589844,548.7619400024414,1,1077.2629165649414,566.5216183662415,1
1094.102897644043,564.8330819606781,valid,20076026595,1629991262135,3.2635650634765625,1,3.359130859375,1,1117.5634002685547,559.7936081886292,1,1070.6423950195312,569.872555732727,1
1091.2366104125977,563.3244681358337,valid,20076043250,1629991262152,3.2644195556640625,1,3.3659210205078125,1,1111.4052200317383,556.2176871299744,1,1071.068000793457,570.4312491416931,1
1096.8725967407227,552.3838555812836,valid,20076059904,1629991262168,3.2570037841796875,1,3.3689422607421875,1,1116.5119171142578,539.4821190834045,1,1077.2332763671875,565.2855920791626,1
1100.7413864135742,553.6672282218933,valid,20076076559,1629991262186,3.260986328125,1,3.36627197265625,1,1125.4080963134766,544.9259519577026,1,1076.0746765136719,562.408504486084,1
1095.6547737121582,554.2069315910339,valid,20076093214,1629991262201,3.262359619140625,1,3.3621826171875,1,1120.166244506836,542.9796981811523,1,1071.1433029174805,565.4341650009155,1
1098.1173706054688,556.4843845367432,valid,20076109868,1629991262218,3.256561279296875,1,3.360565185546875,1,1121.0783386230469,544.240186214447,1,1075.1564025878906,568.7285828590393,1
1098.6168479919434,554.5272839069366,valid,20076126523,1629991262234,3.253570556640625,1,3.3627471923828125,1,1125.073585510254,546.3356566429138,1,1072.1601104736328,562.7189111709595,1
1099.0370750427246,557.0835041999817,valid,20076143178,1629991262252,3.250701904296875,1,3.36456298828125,1,1126.5478134155273,550.2165770530701,1,1071.5263366699219,563.9504313468933,1
1099.9443626403809,556.0728478431702,valid,20076159833,1629991262268,3.252105712890625,1,3.3687744140625,1,1129.291877746582,548.5834980010986,1,1070.5968475341797,563.5621976852417,1
1096.1943626403809,550.294725894928,valid,20076176487,1629991262286,3.254302978515625,1,3.3711395263671875,1,1122.0494842529297,541.6657161712646,1,1070.339241027832,558.9237356185913,1
1095.168056488037,557.8248238563538,valid,20076193142,1629991262301,3.256317138671875,1,3.3694000244140625,1,1113.2395935058594,549.0578627586365,1,1077.0965194702148,566.591784954071,1
1096.482925415039,559.1644906997681,valid,20076209797,1629991262319,3.2592620849609375,1,3.3697662353515625,1,1120.5317687988281,553.8575792312622,1,1072.43408203125,564.4714021682739,1
1098.6206245422363,559.193844795227,valid,20076226451,1629991262335,3.2498626708984375,1,3.3733978271484375,1,1127.4926376342773,558.5505652427673,1,1069.7486114501953,559.8371243476868,1
1097.2018432617188,560.2358829975128,valid,20076243106,1629991262352,3.24041748046875,1,3.3769073486328125,1,1125.0897216796875,557.0856285095215,1,1069.31396484375,563.3861374855042,1
1099.7107315063477,564.0481173992157,valid,20076259761,1629991262368,3.2430572509765625,1,3.37457275390625,1,1124.8553466796875,556.6509819030762,1,1074.5661163330078,571.4452528953552,1
1096.0157203674316,566.8638575077057,valid,20076276415,1629991262386,3.2486572265625,1,3.3784027099609375,1,1118.5425567626953,561.5432667732239,1,1073.488883972168,572.1844482421875,1
1091.5845680236816,563.8180482387543,valid,20076293070,1629991262401,3.25030517578125,1,3.3871612548828125,1,1116.229591369629,559.6966624259949,1,1066.9395446777344,567.9394340515137,1
1097.4128723144531,558.4269690513611,valid,20076309725,1629991262418,3.240936279296875,1,3.3852996826171875,1,1125.3895568847656,549.2834901809692,1,1069.4361877441406,567.5704479217529,1
1099.596176147461,555.7385587692261,valid,20076326379,1629991262434,3.247772216796875,1,3.38433837890625,1,1127.2354888916016,547.8333592414856,1,1071.9568634033203,563.6437582969666,1
1141.4364051818848,557.7573931217194,valid,20076343034,1629991262452,3.261138916015625,1,3.387542724609375,1,1175.6755828857422,553.1884860992432,1,1107.1972274780273,562.3263001441956,1
